X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-122.657031490538,45.6186945453626,601,2022/12/31 08:00:00+00,014S100055,S1 RAMP (COL SHORE BV TO SR 14 WB)  AFTER MILEPOST 0.28: S200055 ON RAMP,West,014,S1,00055,,,,6600,0.349999994,{9C3F6475-3817-408C-A360-87AD59C9963E},2022
-121.358545537999,46.93261707912,602,2022/12/31 08:00:00+00,410,AT MILEPOST 78.57: UNION CREEK BRIDGE,Bothways,410,,,3.5999999,1.14999998,0,700,69.6800003,{50EB595E-2360-42C9-8ED8-8826B012E155},2022
-118.223933752067,49.0001142503263,603,2022/12/31 08:00:00+00,395,"AT MILEPOST 270.26: BOTHWAYS MISCELLANEOUS FEATURE INTERNATIONAL BOUNDARY; END ROUTE",Bothways,395,,,1.45000005,6.51999998,1.45000005,140,275,{521674BC-995F-4062-B863-CD356E55FFC5},2022
-122.269390801785,48.2688434893895,604,2022/12/31 08:00:00+00,005Q121551,"Q1 RAMP (300TH ST NW TO SR 5 NB)  AFTER MILEPOST 0.00: LX21504-300TH ST NW INTERSECTION; BEGIN ROUTE",Northwest,005,Q1,21551,6.30000019,3.94000006,0.790000021,760,0.0900000036,{0A3CA514-E8DB-4DD8-9446-852654E6913C},2022
-122.197872658852,47.6391664265792,605,2022/12/31 08:00:00+00,520Q500648,"Q5 RAMP (108TH AV NE TO SR 520 EB)  AFTER MILEPOST 0.00: LX00627-108TH AVE NE INTERSECTION; BEGIN ROUTE",Northwest,520,Q5,00648,,,,7200,0.0799999982,{B4941C77-735F-4336-9223-63DABE8B20E2},2022
-122.175092513645,47.578412983839,606,2022/12/31 08:00:00+00,090P100926,P1 RAMP (SR 90 EB TO SR 405 SB)  AFTER MILEPOST 0.46: P200926 OFF RAMP,South,090,P1,00926,,,,12000,0.660000026,{D81D1D9A-F956-4336-84AC-47BB62A74D43},2022
-122.329457343289,47.3317495545824,607,2022/12/31 08:00:00+00,509,WEST OF MILEPOST 13.16: 4TH AVE S INTERSECTION,Bothways,509,,,,,,11000,16.3400002,{D8920087-8E19-4B5F-9AF1-C5CB34BE3ADA},2022
-122.243417396865,47.9042548612715,608,2022/12/31 08:00:00+00,099,EAST OF MILEPOST 53.53: SR 99 WYE CONNECTION,Bothways,099,,,2.67000008,0.730000019,0,15000,47.1199989,{4D191E33-361C-42C0-A5AA-1491AAA032FD},2022
-118.98493606422,46.573321888737,609,2022/12/31 08:00:00+00,395,NORTHWEST OF MILEPOST 46.46: PEPIOT RD ON RAMP,Bothways,395,,,4.55999994,17.0400009,4.1500001,12000,53.2299995,{134AA723-407B-4F0A-B183-C9DA32FB79E1},2022
-122.140626904776,48.0536534093795,610,2022/12/31 08:00:00+00,528,EAST OF MILEPOST 2.07: 67TH AVE NE INTERSECTION,Bothways,528,,,,,,17000,2.07999992,{80828377-2367-421B-A04B-00DF747B9B51},2022
-122.330290081434,47.7069144326729,611,2022/12/31 08:00:00+00,005CD17308,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.33: R517276 OFF RAMP,South,005,CD,17308,,,,5400,0.430000007,{CB45E617-67A8-4A13-88A4-590C71DE50A5},2022
-119.767933496826,47.23430242857,612,2022/12/31 08:00:00+00,028,EAST OF MILEPOST 33.79: ADAMS RD INTERSECTION,Bothways,028,,,7.0999999,4.13000011,0.389999986,5600,37.8699989,{6290B67E-107D-4429-9CA3-090BDDFA3A78},2022
-121.5888622669,45.9756679339835,613,2022/12/31 08:00:00+00,141,SOUTH OF MILEPOST 27.69: FS RD #86 INTERSECTION,Bothways,141,,,11.3199997,7.55000019,0,160,27.7000008,{020834CC-A17D-4BF1-AB4A-E345E13C36FE},2022
-122.038354345267,47.5420641998579,614,2022/12/31 08:00:00+00,090S101654,S1 RAMP (FRONT ST TO SR 90 WB)  AFTER MILEPOST 0.01: E LAKE SAMMAMISH PKWY SE WYE CONNECTION,West,090,S1,01654,,,,14000,0.119999997,{35EFFBA0-8358-4B5A-8687-999F50B26421},2022
-120.737234597031,47.7582497108417,615,2022/12/31 08:00:00+00,207,NORTHWEST OF MILEPOST 0.15: KARL RD INTERSECTION,Bothways,207,,,7.88000011,2.32999992,0.0500000007,1900,0.159999996,{A66C2E78-1075-40BA-A1AF-FE88880BE0CB},2022
-119.475494966846,46.2508200495654,616,2022/12/31 08:00:00+00,082LX09658,"LATERAL CROSSING (WEBBER CANYON RD)  SOUTH OF MILEPOST 0.00: SR 82 EB UNDERCROSSING; BEGIN ROUTE",Bothways,082,LX,09658,5.76999998,4.32000017,0.829999983,6900,0.00999999978,{33F0B952-7437-47EE-877D-B45759A32C53},2022
-122.026313878121,47.3603006241875,617,2022/12/31 08:00:00+00,516,SOUTHEAST OF MILEPOST 15.96: 236TH PL SE INTERSECTION,Bothways,516,,,,,,17000,16.2199993,{D38BCC22-4D7C-4C29-A716-15ECC5ED9CE8},2022
-122.30683171948,47.1600714506185,618,2022/12/31 08:00:00+00,512S100778,S1 RAMP (94TH AVE E TO SR 512 WB)  AFTER MILEPOST 0.02: EXIT TO PARK AND RIDE LOT,Southwest,512,S1,00778,,,,7600,0.140000001,{AC8EF596-72E4-4875-AED1-26D7C8393572},2022
-122.337641928685,48.4251157901424,619,2022/12/31 08:00:00+00,005,AT MILEPOST 226.96: PERMANENT RECORDER R093N,Bothways,005,,,3.96000004,5.63999987,0.540000021,72000,226.940002,{ED8C0017-280A-4ABE-A801-779F7A212175},2022
-122.645588365358,47.501266772603,620,2022/12/31 08:00:00+00,016,AT MILEPOST 25.14: SR 160(SEDGWICK RD) UNDERCROSSING,Bothways,016,,,,,,41000,23.0599995,{307EE354-A907-49C9-B564-DDCD9C143C0F},2022
-122.350699456209,48.5583226508711,621,2022/12/31 08:00:00+00,005R123661,"R1 RAMP (SR 5 SB TO BOW HILL RD)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Southwest,005,R1,23661,7.11000013,2.79999995,0.200000003,1500,0.180000007,{D09B7151-807B-4DDD-874C-FA360B046E20},2022
-122.335175153512,48.3423863842362,622,2022/12/31 08:00:00+00,005Q122149,Q1 RAMP (SR 534 TO SR 5 NB)  AFTER MILEPOST 0.02: SR 534 WYE CONNECTION,Northwest,005,Q1,22149,4.32999992,2.83999991,0.330000013,5500,0.100000001,{D42EE0F6-435D-4D3F-BD8E-57348F150B15},2022
-122.335683914462,48.4726085693245,623,2022/12/31 08:00:00+00,020,NORTH OF MILEPOST 59.90: ORANGE AVE INTERSECTION,Bothways,020,,,2.82999992,0.910000026,0.0299999993,21000,59.4700012,{4442FF56-0A04-404D-950F-C4AE810921F0},2022
-122.513724495383,47.2551525817029,624,2022/12/31 08:00:00+00,016,AT MILEPOST 3.48: 6TH AVE BRIDGE,Bothways,016,,,,,,72000,3.63000011,{C84F7432-F8FA-4217-934F-4092C913C291},2022
-122.552567748034,45.68252190575,625,2022/12/31 08:00:00+00,503,"NORTH OF MILEPOST 1.04: PADDEN PKWY, SR 500 WYE CONNECTION",Bothways,503,,,5.11999989,2.52999997,0.0299999993,40000,1.04999995,{4063F500-92F3-4755-884D-39CF902D91E4},2022
-121.787407705893,47.4950032260586,626,2022/12/31 08:00:00+00,202,SOUTHWEST OF MILEPOST 29.95: W MCCLELLAN ST INTERSECTION,Bothways,202,,,,,,9000,29.8899994,{2AA5AFD8-1D24-4589-B160-675697ECC1D4},2022
-122.568353875475,45.6571945025534,627,2022/12/31 08:00:00+00,205Q503083,"Q5 RAMP (SR 500 EB TO CI03005)  AFTER MILEPOST 0.00: SR 500 P100480 INTERSECTION; BEGIN ROUTE",Southeast,205,Q5,03083,,,,2700,0.0399999991,{79C1C0DB-0111-4421-AD1A-AE3257482DF3},2022
-122.122330023403,47.5005523872025,628,2022/12/31 08:00:00+00,900,WEST OF MILEPOST 16.18: 164TH AVE SE INTERSECTION,Bothways,900,,,,,,7300,8.22000027,{13E39809-3400-49A0-9101-C03018AE30F8},2022
-122.292614151638,47.8209765003511,629,2022/12/31 08:00:00+00,524,"WEST OF MILEPOST 4.64: 44TH AVE W, SR 524SPCEDRWY (SPUR) INTERSECTION",Bothways,524,,,,,,30000,4.75,{95625BA1-AE79-4B15-A6EC-4AABA4E29891},2022
-122.745225140363,48.9940022538345,630,2022/12/31 08:00:00+00,005,SOUTHEAST OF MILEPOST 275.82: SR 548 ON RAMP,Bothways,005,,,0.910000026,0.340000004,0,3800,275.790009,{AEA0F2FF-5B72-4460-B747-96B611D1D500},2022
-122.474315198209,48.7141789073455,631,2022/12/31 08:00:00+00,005,AT MILEPOST 250.77: SR 11 BRIDGE,Bothways,005,,,,,,43000,250.75,{3E1644DC-2C31-4FC6-A8C2-CA756818953C},2022
-122.909744986581,47.0219925192097,632,2022/12/31 08:00:00+00,005S110373,"S1 RAMP (SR 101 EB TO SR 5 SB)  AFTER MILEPOST 0.00: SR 101 EB INTERSECTION; BEGIN ROUTE",South,005,S1,10373,,,,17000,0.0199999996,{FF011CE5-76E2-4832-96A9-90DD081CFB37},2022
-122.575343981597,45.6089637426533,633,2022/12/31 08:00:00+00,014,EAST OF MILEPOST 4.86: LIESER RD ON RAMP,Bothways,014,,,,,,61000,4.88000011,{9B467BCF-1EDC-4FD0-BC81-F26232428F86},2022
-119.067753216273,46.2468045297653,634,2022/12/31 08:00:00+00,012,AT MILEPOST 291.67: END COINCIDENT,Bothways,012,,,5.63000011,10.1099997,2.41000009,27000,288.850006,{BC354378-AA70-49C8-8336-10B21177A285},2022
-122.163511042094,47.8797151901989,635,2022/12/31 08:00:00+00,096,NORTHWEST OF MILEPOST 3.45: 51ST AVE SE INTERSECTION,Bothways,096,,,,,,10000,3.46000004,{8F0B7D3C-125C-4E44-884A-570476670E93},2022
-121.520796702609,45.7283082114687,636,2022/12/31 08:00:00+00,014,SOUTHEAST OF MILEPOST 63.52: SR 141 SPUNDRWD (SPUR) INTERSECTION,Bothways,014,,,5.69000006,4.69000006,0.610000014,8100,63.4399986,{5B40CCF0-A784-4935-8133-647F377235FC},2022
-119.45448082136,48.9837355113016,637,2022/12/31 08:00:00+00,097,AT MILEPOST 335.30: PERMANENT RECORDER P22,Bothways,097,,,4.38999987,8.85999966,2.75,1300,320.339996,{46264B13-130F-45FC-8590-82A3F4BA9CAE},2022
-123.81365955871,46.9753938416517,638,2022/12/31 08:00:00+00,101,"NORTHWEST OF MILEPOST 83.72B: SR 101 COHERON (COUPLET), SR 12 EB INTERSECTION",Northwest,101,,,,,,5400,83.3799973,{2AF871D0-1CA5-4FA9-AC0E-BADB7C835816},2022
-121.171381310834,47.2367902942452,639,2022/12/31 08:00:00+00,090R107175,"R1 RAMP (SR 90 WB TO E EASTON RD)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",Northeast,090,R1,07175,20.0599995,6.48999977,0.589999974,340,0.189999998,{A3341C69-7977-4CEE-A255-2DB8FAB9FD0A},2022
-122.468844761299,48.7319439902003,640,2022/12/31 08:00:00+00,005,AT MILEPOST 252.08: 36TH ST UNDERCROSSING,Bothways,005,,,,,,47000,252.059998,{45880896-C103-4D53-81DD-DE57D513EE10},2022
-123.286644215672,47.0540770134664,641,2022/12/31 08:00:00+00,008,"WEST OF MILEPOST 6.03: MEDIAN XROAD, SR 108 INTERSECTION",Bothways,008,,,,,,19000,6.01999998,{3990F05F-ABDA-4BA2-8A6C-634DD090FB68},2022
-117.323879920998,47.6565256344126,642,2022/12/31 08:00:00+00,090S128446,S1 RAMP (SPRAGUE AVE TO SR 90 WB)  AFTER MILEPOST 0.09: LX28561 INCREASING INTERSECTION,Southwest,090,S1,28446,,,,8800,0.180000007,{23054A21-C9EB-40B2-94B9-EA88665B6F45},2022
-121.907673225705,46.5340766054462,643,2022/12/31 08:00:00+00,012,"EAST OF MILEPOST 117.37: JOERK RD, YOUNG RD INTERSECTION",Bothways,012,,,7.55000019,9.55000019,1.85000002,2600,117.120003,{D8A03B11-5057-4C7B-8966-0095D21C7AAE},2022
-122.96316618994,46.8952309409676,644,2022/12/31 08:00:00+00,005S109491,"S1 RAMP (MAYTOWN RD SW TO SR 5 SB)  AFTER MILEPOST 0.00: LX09521-MAYTOWN RD SW INTERSECTION; BEGIN ROUTE",South,005,S1,09491,5.98999977,5.76999998,1.41999996,920,0.0599999987,{1CF6644F-6922-45CC-93F0-B65B0C7CB581},2022
-117.351080504726,47.9040204637877,645,2022/12/31 08:00:00+00,002,"NORTH OF MILEPOST 305.50: DENISON-CHATTAROY RD, MEDIAN XROAD INTERSECTION",Bothways,002,,,5.07000017,2.16000009,0.180000007,12000,297.410004,{6A7A8666-351C-4390-A874-8E5C4C8302F8},2022
-117.37097864822,47.6537437091905,646,2022/12/31 08:00:00+00,090Q128328,"Q1 RAMP (3RD AVE TO SR 90 EB)  AFTER MILEPOST 0.00: 3RD AVE INTERSECTION; BEGIN ROUTE",East,090,Q1,28328,,,,5000,0.00999999978,{DF79F116-2F62-4949-8007-A4DB2D37C061},2022
-122.206657320481,47.9182908434146,647,2022/12/31 08:00:00+00,005,AT MILEPOST 189.31: SR 527 UNDERCROSSING,Bothways,005,,,,,,123000,189.289993,{D9BAB643-3A35-4CBC-AF83-9D03D673863A},2022
-122.489745021617,48.7828430099285,648,2022/12/31 08:00:00+00,005R125651,"R1 RAMP (SR 5 SB TO FD25621)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",East,005,R1,25651,,,,3200,0.119999997,{B4759671-3EEF-4050-B3FE-0A0A2AFFEB40},2022
-122.914747539692,46.1503905319125,649,2022/12/31 08:00:00+00,411,NORTH OF MILEPOST 2.00: FISHERS LN INTERSECTION,Bothways,411,,,,,,15000,2.00999999,{628B5946-6BE6-466D-89D6-58859E9B1A06},2022
-122.281341691737,47.4640101226848,650,2022/12/31 08:00:00+00,518,"NORTHWEST OF MILEPOST 2.91: PAC HWY S*SEATAC AIRPORT OFF RAMP; SR 99 ON RAMP",Bothways,518,,,,,,122000,2.52999997,{0CE7FB55-47B7-4536-A509-E4C84212D0B0},2022
-119.788678880675,46.2226866429999,651,2022/12/31 08:00:00+00,082R108032,"R1 RAMP (SR 82 WB TO N GAP RD)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",Northwest,082,R1,08032,4.48999977,16.1299992,1.33000004,2300,0.300000012,{5EFDE606-74AF-436C-8B62-B102A2CDA7CC},2022
-122.921933086406,46.2761428200153,652,2022/12/31 08:00:00+00,411,"SOUTH OF MILEPOST 12.01: PH NO 10 RD, WEST SIDE HWY INTERSECTION",Bothways,411,,,4.55000019,2.03999996,0.300000012,4700,12,{9A95F5AD-3037-457B-B0F9-0F8821D7C9BC},2022
-122.279286525967,47.8195017542766,653,2022/12/31 08:00:00+00,005Q518163,Q5 RAMP (POPLAR WAY TO SR 5 NB)  AFTER MILEPOST 0.02: POPLAR WAY WYE CONNECTION,Northwest,005,Q5,18163,,,,15000,0.0700000003,{9BC9D6CB-0DCF-4DC1-8BC1-B7017970C062},2022
-122.313935402024,47.7986603633177,654,2022/12/31 08:00:00+00,005P117898,"P1 RAMP (SR 5 NB TO 220TH ST SW)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,17898,,,,8200,0.25999999,{2C4C0B0F-FB54-4D2D-B241-8C0FBEC85CB6},2022
-119.197284078982,46.8114243187398,655,2022/12/31 08:00:00+00,026,"EAST OF MILEPOST 39.58: SUNSET ACRES RD, TAYLOR RD INTERSECTION",Bothways,026,,,3.23000002,7.78999996,3.54999995,7200,39.5900002,{20069602-3ACA-482C-997D-477CEF4429C9},2022
-122.336749310448,48.4846390125318,656,2022/12/31 08:00:00+00,005LX23121,"LATERAL CROSSING (N BURLINGTON BLVD)  AT MILEPOST 0.00: BOTHWAYS MISCELLANEOUS FEATURE SR 5 OXING EPS-SR 11; BEGIN ROUTE",Bothways,005,LX,23121,5.36000013,2.68000007,0.589999974,10000,0,{A672AB98-F021-410C-A269-F4AADCEF93B3},2022
-122.514727877032,47.253454699315,657,2022/12/31 08:00:00+00,016S100312,"S1 RAMP (PEARL ST TO SR 16 EB)  AFTER MILEPOST 0.00: LX00363 INTERSECTION; BEGIN ROUTE",Southeast,016,S1,00312,,,,13000,0.0599999987,{AFB09C4F-3BEF-4AB8-A0C7-94C506A6F4AD},2022
-121.75840055147,47.4732297178313,658,2022/12/31 08:00:00+00,090,AT MILEPOST 32.56: 436TH AVE SE UNDERCROSSING,Bothways,090,,,,,,37000,30.9500008,{18A89177-193A-4CD3-A9C6-ED6E0776FB64},2022
-117.080143164223,46.9114357510667,659,2022/12/31 08:00:00+00,272,"WEST OF MILEPOST 16.52: SR 27 INTERSECTION; BEGIN COINCIDENT",Bothways,272,,,8.63000011,3.91000009,0.810000002,610,16.5100002,{02637245-64BA-414A-83FB-8EA4202D6FB0},2022
-118.38759546773,46.0275722922792,660,2022/12/31 08:00:00+00,125,NORTHWEST OF MILEPOST 1.88: COLLEGE AVE INTERSECTION,Bothways,125,,,,,,15000,1.88999999,{4A096AA1-3509-4CC1-A774-3ECAEFD1F2CF},2022
-119.101032096469,46.2051411385947,661,2022/12/31 08:00:00+00,397,SOUTHEAST OF MILEPOST 17.23: E 3RD AVE INTERSECTION,Bothways,397,,,,,,11000,17.2199993,{C9DFF57F-D5DE-430D-A940-0B9FA9E2791F},2022
-123.09781557906,47.1801710904543,662,2022/12/31 08:00:00+00,101R135023,"R1 RAMP (SR 101 NB TO SR 3)  AFTER MILEPOST 0.00: SR 101 NB INTERSECTION; BEGIN ROUTE",North,101,R1,35023,4.0999999,4.05000019,0.270000011,5900,0.219999999,{60F3AD99-3436-4EAC-BFC5-CA88F576A35C},2022
-124.040082220005,47.0479594070787,663,2022/12/31 08:00:00+00,109,AT MILEPOST 10.01: GILLIS SLOUGH BRIDGE,Bothways,109,,,4.30000019,1.30999994,0.0599999987,6400,10.0500002,{B77763FA-A91A-41B9-BCDC-6136E8850BD6},2022
-122.434051334057,47.22294753442,664,2022/12/31 08:00:00+00,007,"SOUTH OF MILEPOST 57.03: PACIFIC AVE, S 38TH ST INTERSECTION",Bothways,007,,,,,,17000,57,{81F03CB6-17C9-4A9D-8829-7A7818515C77},2022
-120.47917077536,46.678460098658,665,2022/12/31 08:00:00+00,082S102606,"S1 RAMP (FIRING CTR RD TO SR 82)  AFTER MILEPOST 0.00: LX02659-FIRING CENTER RD INTERSECTION; BEGIN ROUTE",Northeast,082,S1,02606,8.02000046,10.2200003,0.839999974,1200,0.100000001,{B222F869-E29B-4298-954E-A69D7A37F9AF},2022
-121.982422880002,47.8634604522029,666,2022/12/31 08:00:00+00,002R101437,"R1 RAMP (SR 2 TO SR 522)  AFTER MILEPOST 0.00: SR 2 INTERSECTION; BEGIN ROUTE",Southwest,002,R1,01437,,,,11000,0.170000002,{98553BEE-846B-4655-80AE-79B78274A838},2022
-122.485444299529,48.9392765038445,667,2022/12/31 08:00:00+00,539,NORTH OF MILEPOST 10.80: FRONT ST INTERSECTION,Bothways,539,,,3.58999991,3.6099999,0.779999971,14000,10.8100004,{466F0A7D-DC2F-495A-8174-ABBBCF335AF0},2022
-117.359758998392,47.7527546561875,668,2022/12/31 08:00:00+00,395SPNSC,AT MILEPOST 164.21: MARKET ST BRIDGE,Bothways,395,SP,NSC,,,,12000,2.18000007,{DEF18503-B74E-4F17-9A97-4C04F1DEA800},2022
-122.207173110084,47.4608466565538,669,2022/12/31 08:00:00+00,515,"SOUTH OF MILEPOST 6.37: PVT RD, S 21ST ST INTERSECTION",Bothways,515,,,,,,24000,6.32999992,{E13C596A-DEB1-426B-9249-04EA58059089},2022
-117.281139649478,47.6813860766989,670,2022/12/31 08:00:00+00,290,EAST OF MILEPOST 6.40: STOUT RD INTERSECTION,Bothways,290,,,,,,20000,6.34000015,{6FA88CCA-004E-42DF-B0A5-CF81A4D2BCA4},2022
-122.648650587797,45.716658563515,671,2022/12/31 08:00:00+00,205S103617,S1 RAMP (NE 134TH ST TO SR 205 SB)  AFTER MILEPOST 0.02: NE 134TH ST WYE CONNECTION,Southeast,205,S1,03617,,,,13000,0.140000001,{21FF0EBC-4413-45D2-8848-759F876C4CFA},2022
-122.247413753689,48.5048958962286,672,2022/12/31 08:00:00+00,020,SOUTHEAST OF MILEPOST 64.81: SR 9 INTERSECTION,Bothways,020,,,3.02999997,0.839999974,0.0599999987,10000,64.3600006,{2E5BEC5D-3672-475D-B2F2-0041F48279B4},2022
-122.320520464518,47.771485269411,673,2022/12/31 08:00:00+00,005CI17717,"COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,CI,17717,,,,11000,0.140000001,{B1F3D041-3A97-4CC7-8F7A-5D7E61F83F96},2022
-122.198496582424,47.4816169494708,674,2022/12/31 08:00:00+00,405P100363,"P1 RAMP (SR 405 NB TO SR 169)  AFTER MILEPOST 0.00: SR 405 NB INTERSECTION; BEGIN ROUTE",Northeast,405,P1,00363,,,,22000,0.170000002,{519B6784-5424-4077-838A-5825A9CA6C56},2022
-122.827888299885,47.3858623145539,675,2022/12/31 08:00:00+00,003,SOUTH OF MILEPOST 21.24: E NORTH BAY RD WYE CONNECTION,Bothways,003,,,,,,12000,21.2299995,{9F7ACF71-5738-4E8B-B6F1-4B96B2BF4098},2022
-122.465958093527,45.5837723511444,676,2022/12/31 08:00:00+00,014,EAST OF MILEPOST 10.46: SE 192ND AVE ON RAMP,Bothways,014,,,,,,44000,10.4799995,{7A8B63F9-EE2C-4535-8D73-DAE5719108D4},2022
-121.905334843264,45.6628805600328,677,2022/12/31 08:00:00+00,014,SOUTH OF MILEPOST 41.55: BRIDGE OF THE GODS RD INTERSECTION,Bothways,014,,,,,,5400,41.4500008,{24B09DEB-D20D-45BF-B8C2-636D33421654},2022
-118.74022158428,46.7917313000593,678,2022/12/31 08:00:00+00,026,NORTHWEST OF MILEPOST 61.47: REST AREA ENTRANCE/EXIT,Bothways,026,,,,,,1200,61.4799995,{E08F0E57-DB0B-4032-84B7-28F731A302F8},2022
-123.20027194135,48.0839246324301,679,2022/12/31 08:00:00+00,101,"WEST OF MILEPOST 259.95: ENTRANCE FROM KITCHEN-DICK RD; EXIT TO KIRK RD",Bothways,101,,,,,,20000,259.179993,{04C6258F-03BD-4852-8207-04F4530BC8F6},2022
-117.444815490163,47.6328323787209,680,2022/12/31 08:00:00+00,195,"NORTHWEST OF MILEPOST 94.95: ENTRANCE FROM THORPE RD; EXIT TO THORPE RD",Bothways,195,,,,,,21000,92.3399963,{A87851DA-7440-40F8-912C-A5169B22E88D},2022
-122.431086791999,45.581377002417,681,2022/12/31 08:00:00+00,014S101194,S1 RAMP (NW 6TH AVE TO SR 14 WB)  AFTER MILEPOST 0.12: P101203 WYE CONNECTION,West,014,S1,01194,,,,8900,0.200000003,{9354CE87-75E6-41CD-8451-EE2CEA0B2095},2022
-117.040885160956,47.2402565937898,682,2022/12/31 08:00:00+00,274,WEST OF MILEPOST 1.88: LOVELL VALLEY RD INTERSECTION,Bothways,274,,,7.42000008,4.98000002,2.25999999,1100,1.87,{A01785A1-AC82-433B-A6AF-A3065198F0E4},2022
-119.907156928209,46.680767515221,683,2022/12/31 08:00:00+00,243,NORTHWEST OF MILEPOST 9.89: DESERT AIRE DR INTERSECTION,Bothways,243,,,4.4000001,7.51999998,4.71000004,6000,9.89999962,{60E96450-8201-416F-B211-9137B7CE4F76},2022
-119.089753461655,46.2509383591412,684,2022/12/31 08:00:00+00,182CD01483,"COLLECTOR-DISTRIBUTOR  BEFORE MILEPOST 0.91: SR 182 WB INTERSECTION; END ROUTE",Southwest,182,CD,01483,5.51999998,10.46,1.87,15000,0.810000002,{5A97C707-CE27-465E-851C-7BC7214382F5},2022
-122.551483279636,45.6043265178326,685,2022/12/31 08:00:00+00,205,AT MILEPOST 27.09: COLUMBIA RIVER-SR 14 BRIDGE,Bothways,205,,,,,,101000,0.5,{5714A368-7EF3-476D-AE12-1541425769FD},2022
-122.339577087236,48.4358897608034,686,2022/12/31 08:00:00+00,538,EAST OF MILEPOST 0.06: OFF RAMP WYE CONNECTION,Bothways,538,,,,,,27000,0.0700000003,{AE6EFE0C-EA90-4CFD-BE04-5FE93983EDFB},2022
-117.215191454414,47.6737475453135,687,2022/12/31 08:00:00+00,090S129080,"S1 RAMP (EVERGREEN RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX29104 INTERSECTION; BEGIN ROUTE",West,090,S1,29080,,,,6300,0.0500000007,{40B85B80-355F-49EB-8BF6-98AF55F46C45},2022
-117.564062693739,46.4747947050671,688,2022/12/31 08:00:00+00,012,EAST OF MILEPOST 405.20: MAYVIEW RD INTERSECTION,Bothways,012,,,,,,3100,402,{32CA1161-6E37-4300-8F78-0CC7FB1A6484},2022
-122.764545390309,47.0563395354681,689,2022/12/31 08:00:00+00,510,SOUTH OF MILEPOST 2.64: MARTIN WAY SE WYE CONNECTION,Bothways,510,,,,,,25000,0.519999981,{71C728CA-C59F-419C-BEDB-2D1C0CC2E02F},2022
-117.058889489521,46.4199259806154,690,2022/12/31 08:00:00+00,012,WEST OF MILEPOST 433.12: 13TH ST INTERSECTION,Bothways,012,,,,,,7900,429.839996,{69BE44D0-100C-4A2C-9090-5AA9EFD1055B},2022
-118.346984330348,46.0612684247602,691,2022/12/31 08:00:00+00,125,SOUTHEAST OF MILEPOST 5.21: W POPLAR ST INTERSECTION,Bothways,125,,,,,,17000,5.19000006,{4C4FF652-1FA1-4B04-B7E1-3FBCE0A86203},2022
-122.225419189416,47.3030109259833,692,2022/12/31 08:00:00+00,018,AT MILEPOST 4.17: SR 164 BRIDGE,Bothways,018,,,,,,50000,4.69999981,{28AC7DCC-7E89-4FA2-A15F-10D63DCEA967},2022
-122.902403261707,46.2827961312151,693,2022/12/31 08:00:00+00,005S104935,"S1 RAMP (SR 411 TO SR 5 SB)  AFTER MILEPOST 0.00: SR 411 INTERSECTION; BEGIN ROUTE",Southeast,005,S1,04935,5.5999999,3.58999991,0.519999981,4400,0.0900000036,{1CF59484-D023-43D3-9570-78942C084B19},2022
-119.632721986043,46.1868063064476,694,2022/12/31 08:00:00+00,221,WEST OF MILEPOST 18.79: PERAULT RD INTERSECTION,Bothways,221,,,4.53000021,26.7000008,4.98999977,1900,18.6800003,{2DDB3D95-6DE9-4BFE-B6E9-286CC1439A3B},2022
-122.341105596443,48.4691193380862,695,2022/12/31 08:00:00+00,005P122941,"P1 RAMP (SR 5 NB TO SR 20)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,22941,,,,13000,0.639999986,{00E91886-68AD-4809-B5C3-B14554215463},2022
-122.121157785342,47.3569486467815,696,2022/12/31 08:00:00+00,018P101097,"P1 RAMP (SR 18 EB TO SR 516)  AFTER MILEPOST 0.00: SR 18 EB INTERSECTION; BEGIN ROUTE",Northeast,018,P1,01097,3.3499999,1.78999996,0.100000001,12000,0.400000006,{C29285B7-3B07-40A5-BCED-87A5E276259A},2022
-118.486289588316,47.0220276013227,697,2022/12/31 08:00:00+00,395R108790,"R1 RAMP (SR 395 TO PAHA PACKARD)  AFTER MILEPOST 0.00: SR 395 SB INTERSECTION; BEGIN ROUTE",West,395,R1,08790,,,,90,0.289999992,{70E665C8-4958-45D6-82A5-C62240DFC3A9},2022
